experiment,size,seed,uncertainty,method,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime
E3_uncertainty_robustness,M,9,medium,uq_alns,96.9937,811.319968,2748.57101,0.0,0.0,44698.356712,0.833333,0,0.036427
E3_uncertainty_robustness,M,9,medium,uq_rv_alns,95.736293,720.560921,2748.57101,0.0,0.0,44583.246349,0.916667,0,0.005305
E3_uncertainty_robustness,M,9,high,alns_point,96.9937,811.319968,2748.57101,0.0,0.0,44698.356712,0.833333,0,0.035998
E3_uncertainty_robustness,M,9,high,uq_alns,96.9937,811.319968,2748.57101,0.0,0.0,44698.356712,0.833333,0,0.037458
E3_uncertainty_robustness,M,9,high,uq_rv_alns,95.736293,720.560921,2748.57101,0.0,0.0,44583.246349,0.916667,0,0.004774
E3_uncertainty_robustness,M,10,low,alns_point,98.362238,864.658084,2747.097242,0.0,0.0,47301.222286,1.0,0,0.034227
E3_uncertainty_robustness,M,10,low,uq_alns,98.396104,827.226509,2747.097242,0.0,0.0,47301.759746,1.0,0,0.037204
E3_uncertainty_robustness,M,10,low,uq_rv_alns,99.11302,814.226963,2747.097242,0.0,0.0,47037.929323,1.0,0,0.005184
E3_uncertainty_robustness,M,10,medium,alns_point,98.362238,864.658084,2747.097242,0.0,0.0,47301.222286,1.0,0,0.03574
E3_uncertainty_robustness,M,10,medium,uq_alns,98.396104,827.226509,2747.097242,0.0,0.0,47301.759746,1.0,0,0.038598
E3_uncertainty_robustness,M,10,medium,uq_rv_alns,99.11302,814.226963,2747.097242,0.0,0.0,47037.929323,1.0,0,0.004788
E3_uncertainty_robustness,M,10,high,alns_point,98.362238,864.658084,2747.097242,0.0,0.0,47301.222286,1.0,0,0.034913
E3_uncertainty_robustness,M,10,high,uq_alns,98.396104,827.226509,2747.097242,0.0,0.0,47301.759746,1.0,0,0.035114
E3_uncertainty_robustness,M,10,high,uq_rv_alns,99.11302,814.226963,2747.097242,0.0,0.0,47037.929323,1.0,0,0.005161
E3_uncertainty_robustness,M,11,low,alns_point,96.044183,769.395634,2868.836696,0.0,0.0,38164.886774,0.916667,0,0.04521
E3_uncertainty_robustness,M,11,low,uq_alns,96.291485,768.471483,2868.836696,0.0,0.0,38165.945141,0.916667,0,0.044971
E3_uncertainty_robustness,M,11,low,uq_rv_alns,96.034347,723.849584,2868.836696,0.0,0.0,37922.502731,0.916667,0,0.010609
E3_uncertainty_robustness,M,11,medium,alns_point,96.044183,769.395634,2868.836696,0.0,0.0,38164.886774,0.916667,0,0.042801
E3_uncertainty_robustness,M,11,medium,uq_alns,96.291485,768.471483,2868.836696,0.0,0.0,38165.945141,0.916667,0,0.044641
E3_uncertainty_robustness,M,11,medium,uq_rv_alns,96.034347,723.849584,2868.836696,0.0,0.0,37922.502731,0.916667,0,0.007548
E3_uncertainty_robustness,M,11,high,alns_point,96.044183,769.395634,2868.836696,0.0,0.0,38164.886774,0.916667,0,0.047313
E3_uncertainty_robustness,M,11,high,uq_alns,96.291485,768.471483,2868.836696,0.0,0.0,38165.945141,0.916667,0,0.043006
E3_uncertainty_robustness,M,11,high,uq_rv_alns,96.034347,723.849584,2868.836696,0.0,0.0,37922.502731,0.916667,0,0.006706
E3_uncertainty_robustness,M,12,low,alns_point,98.549672,766.709757,2975.806386,0.0,0.0,39194.146806,0.916667,0,0.052679
E3_uncertainty_robustness,M,12,low,uq_alns,98.549672,766.709757,2975.806386,0.0,0.0,39194.146806,0.916667,0,0.062674
E3_uncertainty_robustness,M,12,low,uq_rv_alns,98.386523,778.112754,2975.806386,0.0,0.0,38992.191795,1.0,0,0.007092
E3_uncertainty_robustness,M,12,medium,alns_point,98.549672,766.709757,2975.806386,0.0,0.0,39194.146806,0.916667,0,0.052592
E3_uncertainty_robustness,M,12,medium,uq_alns,98.549672,766.709757,2975.806386,0.0,0.0,39194.146806,0.916667,0,0.048984
E3_uncertainty_robustness,M,12,medium,uq_rv_alns,98.386523,778.112754,2975.806386,0.0,0.0,38992.191795,1.0,0,0.008364
E3_uncertainty_robustness,M,12,high,alns_point,98.549672,766.709757,2975.806386,0.04,0.04,39194.146806,0.916667,0,0.051869
E3_uncertainty_robustness,M,12,high,uq_alns,98.931831,751.899751,2979.429097,0.0,0.0,39281.226199,0.916667,0,0.049468
E3_uncertainty_robustness,M,12,high,uq_rv_alns,98.386523,778.112754,2979.429097,0.0,0.0,39076.56486,1.0,0,0.005473
E3_uncertainty_robustness,M,13,low,alns_point,92.356583,790.65037,2619.28086,0.0,0.0,38275.985242,0.833333,0,0.059414
E3_uncertainty_robustness,M,13,low,uq_alns,92.356583,790.65037,2619.28086,0.0,0.0,38275.985242,0.833333,0,0.059133
E3_uncertainty_robustness,M,13,low,uq_rv_alns,92.381901,680.757295,2619.28086,0.0,0.0,38086.485985,0.916667,0,0.007754
E3_uncertainty_robustness,M,13,medium,alns_point,92.356583,790.65037,2619.28086,0.0,0.0,38275.985242,0.833333,0,0.04663
E3_uncertainty_robustness,M,13,medium,uq_alns,92.356583,790.65037,2619.28086,0.0,0.0,38275.985242,0.833333,0,0.056212
E3_uncertainty_robustness,M,13,medium,uq_rv_alns,92.381901,680.757295,2619.28086,0.0,0.0,38086.485985,0.916667,0,0.006579
E3_uncertainty_robustness,M,13,high,alns_point,92.356583,790.65037,2619.28086,0.0,0.0,38275.985242,0.833333,0,0.050376
E3_uncertainty_robustness,M,13,high,uq_alns,92.356583,790.65037,2619.28086,0.0,0.0,38275.985242,0.833333,0,0.055845
E3_uncertainty_robustness,M,13,high,uq_rv_alns,92.381901,680.757295,2619.28086,0.0,0.0,38086.485985,0.916667,0,0.007671
E3_uncertainty_robustness,M,14,low,alns_point,102.743305,702.897777,2939.020701,0.0,0.0,44157.979044,0.833333,0,0.039395
E3_uncertainty_robustness,M,14,low,uq_alns,105.156285,716.853864,2939.020701,0.0,0.0,44159.84041,0.833333,0,0.045558
E3_uncertainty_robustness,M,14,low,uq_rv_alns,103.454067,738.046036,2939.020701,0.0,0.0,43837.146955,0.916667,0,0.006576
E3_uncertainty_robustness,M,14,medium,alns_point,102.743305,702.897777,2939.020701,0.0,0.0,44157.979044,0.833333,0,0.044812
E3_uncertainty_robustness,M,14,medium,uq_alns,105.156285,716.853864,2939.020701,0.0,0.0,44159.84041,0.833333,0,0.046852
E3_uncertainty_robustness,M,14,medium,uq_rv_alns,103.454067,738.046036,2939.020701,0.0,0.0,43837.146955,0.916667,0,0.008929
E3_uncertainty_robustness,M,14,high,alns_point,102.743305,702.897777,2939.020701,0.0,0.0,44157.979044,0.833333,0,0.042137
E3_uncertainty_robustness,M,14,high,uq_alns,105.156285,716.853864,2939.020701,0.0,0.0,44159.84041,0.833333,0,0.050961
E3_uncertainty_robustness,M,14,high,uq_rv_alns,103.454067,738.046036,2939.020701,0.0,0.0,43837.146955,0.916667,0,0.006432
E3_uncertainty_robustness,M,15,low,alns_point,99.710367,702.753088,2888.164338,0.0,0.0,57321.855756,0.833333,0,0.042407
E3_uncertainty_robustness,M,15,low,uq_alns,99.646158,690.819576,2888.164338,0.0,0.0,57152.713791,0.833333,0,0.050629
E3_uncertainty_robustness,M,15,low,uq_rv_alns,99.89667,741.521133,2888.164338,0.0,0.0,57017.896061,0.916667,0,0.006441
E3_uncertainty_robustness,M,15,medium,alns_point,99.710367,702.753088,2888.164338,0.0,0.0,57321.855756,0.833333,0,0.045411
E3_uncertainty_robustness,M,15,medium,uq_alns,99.646158,690.819576,2888.164338,0.0,0.0,57152.713791,0.833333,0,0.044744
E3_uncertainty_robustness,M,15,medium,uq_rv_alns,99.89667,741.521133,2888.164338,0.0,0.0,57017.896061,0.916667,0,0.006131
E3_uncertainty_robustness,M,15,high,alns_point,99.710367,702.753088,2888.164338,0.02,0.02,57321.855756,0.833333,0,0.050892
E3_uncertainty_robustness,M,15,high,uq_alns,100.211602,711.113376,2890.010001,0.0,0.0,57288.238312,0.833333,0,0.040129
E3_uncertainty_robustness,M,15,high,uq_rv_alns,99.89667,754.527307,2890.010001,0.0,0.0,57143.587373,0.916667,0,0.005373
E3_uncertainty_robustness,M,16,low,alns_point,96.93014,769.892144,2796.218021,0.0,0.0,42961.254214,0.916667,0,0.051232
E3_uncertainty_robustness,M,16,low,uq_alns,96.93014,769.892144,2796.218021,0.0,0.0,42961.254214,0.916667,0,0.052893
E3_uncertainty_robustness,M,16,low,uq_rv_alns,97.850657,674.814697,2796.218021,0.0,0.0,42924.353848,1.0,0,0.007802
E3_uncertainty_robustness,M,16,medium,alns_point,96.93014,769.892144,2796.218021,0.0,0.0,42961.254214,0.916667,0,0.053073
E3_uncertainty_robustness,M,16,medium,uq_alns,96.93014,769.892144,2796.218021,0.0,0.0,42961.254214,0.916667,0,0.046649
E3_uncertainty_robustness,M,16,medium,uq_rv_alns,97.850657,674.814697,2796.218021,0.0,0.0,42924.353848,1.0,0,0.01051
E3_uncertainty_robustness,M,16,high,alns_point,96.93014,769.892144,2796.218021,0.0,0.0,42961.254214,0.916667,0,0.060022
E3_uncertainty_robustness,M,16,high,uq_alns,96.93014,769.892144,2796.218021,0.0,0.0,42961.254214,0.916667,0,0.046925
E3_uncertainty_robustness,M,16,high,uq_rv_alns,97.850657,674.814697,2796.218021,0.0,0.0,42924.353848,1.0,0,0.006536
E3_uncertainty_robustness,M,17,low,alns_point,101.643651,722.531512,2801.820362,0.0,0.0,37928.303732,0.916667,0,0.049443
E3_uncertainty_robustness,M,17,low,uq_alns,101.841987,762.156536,2801.820362,0.0,0.0,37941.761888,0.916667,0,0.039449
E3_uncertainty_robustness,M,17,low,uq_rv_alns,102.097994,771.460352,2801.820362,0.0,0.0,37656.488101,0.916667,0,0.008344
E3_uncertainty_robustness,M,17,medium,alns_point,101.643651,722.531512,2801.820362,0.0,0.0,37928.303732,0.916667,0,0.045202
E3_uncertainty_robustness,M,17,medium,uq_alns,101.841987,762.156536,2801.820362,0.0,0.0,37941.761888,0.916667,0,0.061446
E3_uncertainty_robustness,M,17,medium,uq_rv_alns,102.097994,771.460352,2801.820362,0.0,0.0,37656.488101,0.916667,0,0.007035
E3_uncertainty_robustness,M,17,high,alns_point,101.643651,722.531512,2801.820362,0.0,0.0,37928.303732,0.916667,0,0.040263
E3_uncertainty_robustness,M,17,high,uq_alns,101.841987,762.156536,2801.820362,0.0,0.0,37941.761888,0.916667,0,0.046253
E3_uncertainty_robustness,M,17,high,uq_rv_alns,102.097994,771.460352,2801.820362,0.0,0.0,37656.488101,0.916667,0,0.005323
E3_uncertainty_robustness,M,18,low,alns_point,96.40378,696.001543,2806.11889,0.0,0.0,46287.202435,0.833333,0,0.040485
E3_uncertainty_robustness,M,18,low,uq_alns,96.40378,696.001543,2806.11889,0.0,0.0,46287.202435,0.833333,0,0.044451
E3_uncertainty_robustness,M,18,low,uq_rv_alns,96.774124,750.001401,2806.11889,0.0,0.0,45698.412997,0.916667,0,0.005869
E3_uncertainty_robustness,M,18,medium,alns_point,96.40378,696.001543,2806.11889,0.0,0.0,46287.202435,0.833333,0,0.043055
E3_uncertainty_robustness,M,18,medium,uq_alns,96.40378,696.001543,2806.11889,0.0,0.0,46287.202435,0.833333,0,0.033861
E3_uncertainty_robustness,M,18,medium,uq_rv_alns,96.774124,750.001401,2806.11889,0.0,0.0,45698.412997,0.916667,0,0.005294
E3_uncertainty_robustness,M,18,high,alns_point,96.40378,696.001543,2806.11889,0.04,0.04,46287.202435,0.833333,0,0.036994
E3_uncertainty_robustness,M,18,high,uq_alns,97.234296,679.975779,2809.784803,0.0,0.0,46336.38656,0.833333,0,0.037637
E3_uncertainty_robustness,M,18,high,uq_rv_alns,96.774124,758.741886,2809.784803,0.0,0.0,45747.776253,0.916667,0,0.007835
E3_uncertainty_robustness,M,19,low,alns_point,95.331264,820.734948,2713.560402,0.0,0.0,38466.941094,0.916667,0,0.044544
E3_uncertainty_robustness,M,19,low,uq_alns,95.47428,810.829041,2713.560402,0.0,0.0,38499.887046,0.916667,0,0.040036
E3_uncertainty_robustness,M,19,low,uq_rv_alns,95.155344,759.731059,2713.560402,0.0,0.0,38563.185655,0.916667,0,0.007842
E3_uncertainty_robustness,M,19,medium,alns_point,95.331264,820.734948,2713.560402,0.0,0.0,38466.941094,0.916667,0,0.049448
E3_uncertainty_robustness,M,19,medium,uq_alns,95.47428,810.829041,2713.560402,0.0,0.0,38499.887046,0.916667,0,0.041121
E3_uncertainty_robustness,M,19,medium,uq_rv_alns,95.155344,759.731059,2713.560402,0.0,0.0,38563.185655,0.916667,0,0.006192
E3_uncertainty_robustness,M,19,high,alns_point,95.331264,820.734948,2713.560402,0.0,0.0,38466.941094,0.916667,0,0.044023
E3_uncertainty_robustness,M,19,high,uq_alns,95.47428,810.829041,2713.560402,0.0,0.0,38499.887046,0.916667,0,0.046506
E3_uncertainty_robustness,M,19,high,uq_rv_alns,95.155344,759.731059,2713.560402,0.0,0.0,38563.185655,0.916667,0,0.005096
E3_uncertainty_robustness,M,20,low,alns_point,95.885175,751.49335,2737.438942,0.0,0.0,47566.499752,0.833333,0,0.042558
