case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
public_los_angeles_inland_full,7,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed7,11416.242987617108,0.131842,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,73.0,17.0,7.0,14.0
public_los_angeles_inland_full,7,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed7,12003.592964617108,0.038659,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,7,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed7,12003.592964617108,0.037086,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,7,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed7,11986.68008561711,0.167704,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,61.0,17.0,19.0,7.0
public_los_angeles_inland_full,8,greedy_nearest,greedy_nearest,60,30,3,6,0,public_los_angeles_inland_full_seed8,13044.176993617108,0.004183,461.809674,874.11622,2898.264739,0.0,0.0,231.179296,0.2,0.2,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,8,ga,ga,60,30,3,6,50,public_los_angeles_inland_full_seed8,11953.116875617106,0.077141,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,8,aco,aco,60,30,3,6,50,public_los_angeles_inland_full_seed8,11953.116875617106,0.144805,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,8,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed8,11416.242987617108,0.132175,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,73.0,21.0,7.0,17.0
public_los_angeles_inland_full,8,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed8,12003.592964617108,0.039929,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,8,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed8,12003.592964617108,0.035192,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,8,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed8,11986.68008561711,0.19211,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,63.0,23.0,17.0,3.0
public_los_angeles_inland_full,9,greedy_nearest,greedy_nearest,60,30,3,6,0,public_los_angeles_inland_full_seed9,13044.176993617108,0.006124,461.809674,874.11622,2898.264739,0.0,0.0,231.179296,0.2,0.2,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,9,ga,ga,60,30,3,6,50,public_los_angeles_inland_full_seed9,11953.116875617106,0.085266,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,9,aco,aco,60,30,3,6,50,public_los_angeles_inland_full_seed9,11953.116875617106,0.141531,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,9,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed9,11416.242987617108,0.145579,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,74.0,21.0,6.0,18.0
public_los_angeles_inland_full,9,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed9,12003.592964617108,0.040278,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,9,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed9,12003.592964617108,0.039806,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,9,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed9,11986.68008561711,0.16094,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,64.0,22.0,16.0,5.0
