stress_case,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,battery_capacity,reserve_ratio,quantile_z,wind_speed,temperature,objective_value,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
tight_battery,3,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,19036.247124607802,528.985553,768.252232,9938.200723,0.72,0.72,227.425298,0.333333,0.333333,2041.772,0.130198,130.0,7.0,10.0,7.0
tight_battery,4,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,21341.20695405498,564.005677,772.068137,10485.779159,0.453333,0.453333,175.085201,0.722222,0.388889,2829.0823,0.156603,113.0,18.0,27.0,15.0
tight_battery,4,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,21341.20695405498,564.005677,772.068137,10485.779159,0.453333,0.453333,175.085201,0.722222,0.388889,2829.0823,0.173817,122.0,17.0,18.0,14.0
tight_battery,4,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,21341.20695405498,564.005677,772.068137,10485.779159,0.453333,0.453333,175.085201,0.722222,0.388889,2829.0823,0.173742,117.0,12.0,23.0,12.0
tight_battery,4,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,19207.762550494994,539.449904,672.119031,10460.990186,0.733333,0.733333,154.672455,0.777778,0.277778,2348.7812,0.179127,108.0,19.0,32.0,15.0
tight_battery,4,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16608.710646054984,500.661946,618.271461,10485.779159,0.453333,0.453333,238.681705,0.222222,0.222222,2829.0823,0.193915,128.0,22.0,12.0,11.0
tight_battery,4,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16411.254291494984,496.426964,618.271461,10460.990186,0.733333,0.733333,235.690163,0.222222,0.222222,2348.7812,0.148537,128.0,21.0,12.0,11.0
tight_battery,5,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18089.00357994608,530.912506,631.443473,10259.117509,0.493333,0.493333,150.907697,0.833333,0.333333,2896.9756,0.162809,111.0,19.0,29.0,12.0
tight_battery,5,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18089.00357994608,530.912506,631.443473,10259.117509,0.493333,0.493333,150.907697,0.833333,0.333333,2896.9756,0.166861,124.0,24.0,16.0,16.0
tight_battery,5,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18089.00357994608,530.912506,631.443473,10259.117509,0.493333,0.493333,150.907697,0.833333,0.333333,2896.9756,0.175436,126.0,16.0,14.0,16.0
tight_battery,5,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17631.21536786608,508.985651,674.957474,10236.16177,0.76,0.76,141.460979,0.833333,0.222222,2016.6132,0.175935,111.0,21.0,29.0,14.0
tight_battery,5,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17014.658799946083,488.545141,634.410465,10259.117509,0.493333,0.493333,239.115016,0.222222,0.222222,2896.9756,0.192766,128.0,16.0,12.0,13.0
tight_battery,5,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16950.88664534608,494.156837,632.646652,10238.163782,0.76,0.76,237.280415,0.222222,0.222222,2016.6132,0.148485,128.0,19.0,12.0,12.0
tight_battery,6,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17653.760153170584,513.27496,691.165076,10272.570666,0.493333,0.493333,134.310511,0.722222,0.555556,2404.3228,0.170969,114.0,22.0,26.0,10.0
tight_battery,6,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17653.760153170584,513.27496,691.165076,10272.570666,0.493333,0.493333,134.310511,0.722222,0.555556,2404.3228,0.181736,125.0,26.0,15.0,11.0
