source,level_1,method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd,baseline_method,proposed_method,metric,baseline_mean,proposed_mean,effect_abs,effect_pct,median_effect_abs,median_effect_pct,paired_diff_ci95_low,paired_diff_ci95_high,improvement_count,worsening_count,tie_count,rank_biserial_effect,p_value,lower_is_better,p_holm
P7,113,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.981081,0.97027,-0.010811,-1.101927,0.0,0.0,-0.027027,0.0,0.0,4.0,6.0,-1.0,0.04550026,False,0.18200104
P7,114,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.002667,0.0,0.002667,100.0,0.0,0.0,0.0,0.003334,2.0,0.0,8.0,1.0,0.17971249,True,1.0
P7,115,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.002667,0.0,0.002667,100.0,0.0,0.0,0.0,0.003334,2.0,0.0,8.0,1.0,0.17971249,True,1.0
P7,116,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.002667,0.0,0.002667,100.0,0.0,0.0,0.0,0.003334,2.0,0.0,8.0,1.0,0.17971249,True,1.0
P7,117,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.002667,0.0,0.002667,100.0,0.0,0.0,0.0,0.003334,2.0,0.0,8.0,1.0,0.17971249,True,1.0
P7,118,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,infeasible_sortie_rate,0.002667,0.0,0.002667,100.0,0.0,0.0,0.0,0.003334,2.0,0.0,8.0,1.0,0.17971249,True,1.0
P7,119,,,,150,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,120,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,makespan,986.53342,1298.424358,-311.890938,-31.614838,-330.350695,-33.486012,-339.756984,-251.790506,0.0,10.0,0.0,-1.0,0.00195312,True,0.01171872
P7,121,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,makespan,1323.091497,1298.424358,24.667139,1.864356,48.082581,3.634109,-19.754188,74.829196,8.0,2.0,0.0,0.418182,0.27539062,True,0.64057305
P7,122,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,makespan,1334.541594,1298.424358,36.117236,2.70634,38.141053,2.857989,-9.215268,87.022032,8.0,2.0,0.0,0.6,0.10546875,True,0.52734375
P7,123,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,makespan,1274.151619,1298.424358,-24.272739,-1.905012,-21.152117,-1.660094,-68.433907,40.107218,5.0,5.0,0.0,-0.236364,0.55664062,True,0.64057305
P7,124,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,1318.012024,1298.424358,19.587667,1.486152,8.246285,0.625661,-13.420517,53.65963,6.0,3.0,1.0,0.466667,0.21352435,True,0.64057305
P7,125,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,1315.394447,1298.424358,16.97009,1.290114,0.0,0.0,0.0,42.203236,3.0,1.0,6.0,0.8,0.14412703,True,0.57650812
P7,126,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,460.723958,353.129927,107.594031,23.353253,102.25862,22.195203,85.093186,129.765728,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,127,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,risk_weighted_completion_time,361.222124,353.129927,8.092196,2.240227,12.048744,3.33555,-1.201555,21.02679,7.0,3.0,0.0,0.454545,0.23242188,True,0.23242188
P7,128,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,risk_weighted_completion_time,368.775392,353.129927,15.645465,4.242546,16.988073,4.606618,1.896373,29.88571,8.0,2.0,0.0,0.781818,0.02734375,True,0.08203125
P7,129,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,risk_weighted_completion_time,627.219244,353.129927,274.089317,43.699124,271.538894,43.2925,257.866995,296.018206,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,130,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,risk_weighted_completion_time,362.0827,353.129927,8.952773,2.472577,5.084539,1.404248,2.640196,16.40429,9.0,0.0,1.0,1.0,0.00768579,True,0.03074316
P7,131,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,risk_weighted_completion_time,357.85081,353.129927,4.720882,1.319232,0.0,0.0,0.0,3.222473,4.0,0.0,6.0,1.0,0.06788915,True,0.1357783
P7,132,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,top_risk_coverage,0.234,0.98,0.746,318.803419,0.75,320.512821,0.7,0.79,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,133,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,top_risk_coverage,0.982,0.98,-0.002,-0.203666,0.0,0.0,-0.02,0.0,1.0,3.0,6.0,-0.2,0.70545699,False,1.0
P7,134,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,top_risk_coverage,0.984,0.98,-0.004,-0.406504,0.0,0.0,-0.02,0.0,1.0,4.0,5.0,-0.333333,0.47950012,False,1.0
P7,135,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,top_risk_coverage,0.236,0.98,0.744,315.254237,0.76,322.033898,0.66,0.8,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,136,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,top_risk_coverage,0.976,0.98,0.004,0.409836,0.0,0.0,-0.01,0.02,3.0,2.0,5.0,0.333333,0.47950012,False,1.0
P7,137,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.984,0.98,-0.004,-0.406504,0.0,0.0,-0.01,0.0,0.0,2.0,8.0,-1.0,0.15729921,False,0.62919684
P7,138,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.004,0.0,0.004,100.0,0.0,0.0,0.0,0.005,3.0,0.0,7.0,1.0,0.10880943,True,0.65285658
P7,139,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.004,0.0,0.004,100.0,0.0,0.0,0.0,0.005,3.0,0.0,7.0,1.0,0.10880943,True,0.65285658
P7,140,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.004,0.0,0.004,100.0,0.0,0.0,0.0,0.005,3.0,0.0,7.0,1.0,0.10880943,True,0.65285658
P7,141,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.004,0.0,0.004,100.0,0.0,0.0,0.0,0.005,3.0,0.0,7.0,1.0,0.10880943,True,0.65285658
P7,142,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,infeasible_sortie_rate,0.004,0.0,0.004,100.0,0.0,0.0,0.0,0.005,3.0,0.0,7.0,1.0,0.10880943,True,0.65285658
P7,143,,,,200,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,144,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,makespan,1362.508602,1712.026562,-349.51796,-25.652532,-330.11101,-24.228178,-419.093353,-307.219039,0.0,10.0,0.0,-1.0,0.00195312,True,0.01171872
P7,145,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,makespan,1796.38779,1712.026562,84.361228,4.696159,91.863758,5.113804,49.910291,119.494079,9.0,1.0,0.0,0.963636,0.00390625,True,0.01953125
P7,146,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,makespan,1779.967526,1712.026562,67.940964,3.816978,95.975633,5.391988,-15.046849,112.732916,7.0,3.0,0.0,0.745455,0.03710938,True,0.1427676
P7,147,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,makespan,1662.680581,1712.026562,-49.345981,-2.967857,-31.022483,-1.865811,-110.872385,14.531649,4.0,6.0,0.0,-0.563636,0.13085938,True,0.26171876
P7,148,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,1758.881418,1712.026562,46.854856,2.663901,49.57877,2.818767,0.0,90.836671,7.0,1.0,2.0,0.833333,0.0356919,True,0.1427676
P7,149,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,1737.664691,1712.026562,25.638128,1.475436,20.194142,1.162143,-30.107331,90.185482,6.0,2.0,2.0,0.5,0.20757844,True,0.26171876
P7,150,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,609.315374,466.461083,142.854291,23.445049,127.310627,20.894045,113.530235,174.752509,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,151,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,risk_weighted_completion_time,489.749981,466.461083,23.288898,4.755263,28.59537,5.838769,13.581671,32.836017,9.0,1.0,0.0,0.890909,0.00976562,True,0.02929686
P7,152,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,risk_weighted_completion_time,487.213842,466.461083,20.752759,4.259476,16.459092,3.378207,8.708452,35.98721,9.0,1.0,0.0,0.927273,0.00585938,True,0.02343752
P7,153,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,risk_weighted_completion_time,786.844125,466.461083,320.383042,40.717473,324.742613,41.271531,283.439354,372.153322,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,154,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,risk_weighted_completion_time,486.140086,466.461083,19.679003,4.048011,14.211151,2.923262,3.010999,27.448396,8.0,0.0,2.0,1.0,0.01171869,True,0.02929686
P7,155,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,risk_weighted_completion_time,486.734827,466.461083,20.273745,4.165255,8.731884,1.793971,1.478487,32.67238,8.0,0.0,2.0,1.0,0.01171869,True,0.02929686
P7,156,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,top_risk_coverage,0.250667,0.970667,0.72,287.234119,0.733333,292.553136,0.7,0.746667,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,157,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,top_risk_coverage,0.98,0.970667,-0.009333,-0.952398,-0.006667,-0.680306,-0.02,0.0,1.0,5.0,4.0,-0.761905,0.08446903,False,0.33787612
P7,158,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,top_risk_coverage,0.976,0.970667,-0.005333,-0.546455,0.0,0.0,-0.013334,0.006667,2.0,3.0,5.0,-0.4,0.41636568,False,0.41636568
P7,159,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,top_risk_coverage,0.256,0.970667,0.714666,279.166493,0.713334,278.64579,0.68,0.746667,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,160,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,top_risk_coverage,0.977333,0.970667,-0.006667,-0.682142,-0.006666,-0.682111,-0.013334,0.0,1.0,5.0,4.0,-0.761905,0.09169028,False,0.33787612
P7,161,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.978667,0.970667,-0.008,-0.817449,-0.013333,-1.362364,-0.013334,0.0,1.0,6.0,3.0,-0.678571,0.10199463,False,0.33787612
P7,162,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.001,0.0,0.001,100.0,0.0,0.0,0.0,0.003333,3.0,0.0,7.0,1.0,0.08326452,True,0.49958712
P7,163,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.001,0.0,0.001,100.0,0.0,0.0,0.0,0.003333,3.0,0.0,7.0,1.0,0.08326452,True,0.49958712
P7,164,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.001,0.0,0.001,100.0,0.0,0.0,0.0,0.003333,3.0,0.0,7.0,1.0,0.08326452,True,0.49958712
P7,165,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.001,0.0,0.001,100.0,0.0,0.0,0.0,0.003333,3.0,0.0,7.0,1.0,0.08326452,True,0.49958712
P7,166,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,infeasible_sortie_rate,0.001,0.0,0.001,100.0,0.0,0.0,0.0,0.003333,3.0,0.0,7.0,1.0,0.08326452,True,0.49958712
P7,167,,,,300,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,168,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,makespan,2764.300472,3594.581982,-830.28151,-30.035863,-836.691855,-30.267761,-888.316544,-760.26484,0.0,10.0,0.0,-1.0,0.00195312,True,0.01171872
P7,169,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,makespan,3693.477157,3594.581982,98.895175,2.677563,78.068624,2.113689,17.838845,190.596621,8.0,2.0,0.0,0.709091,0.04882812,True,0.2441406
P7,170,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,makespan,3644.801673,3594.581982,50.219691,1.377844,71.626922,1.96518,-3.353096,122.068966,7.0,3.0,0.0,0.527273,0.16015625,True,0.55204296
P7,171,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,makespan,3624.309789,3594.581982,29.727806,0.820234,36.258497,1.000425,-98.453664,120.972821,6.0,4.0,0.0,0.127273,0.76953125,True,0.76953125
P7,172,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,3627.359538,3594.581982,32.777555,0.90362,16.459036,0.453747,-13.112304,88.880428,6.0,2.0,2.0,0.388889,0.32698935,True,0.6539787
P7,173,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,3638.984532,3594.581982,44.402549,1.220191,0.0,0.0,0.0,83.346168,4.0,1.0,5.0,0.733333,0.13801074,True,0.55204296
P7,174,,,,500,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,1192.362178,987.920168,204.442011,17.145966,205.620486,17.244801,160.583424,253.368643,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
